Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Notes
Tue Feb 23 2016,9:00 pm,Houston Rockets,114,Utah Jazz,117,Box Score,OT,
Tue Feb 23 2016,7:00 pm,New Orleans Pelicans,89,Washington Wizards,109,Box Score,,
Wed Feb 24 2016,8:00 pm,Washington Wizards,104,Chicago Bulls,109,Box Score,,
Wed Feb 24 2016,7:00 pm,Charlotte Hornets,103,Cleveland Cavaliers,114,Box Score,,
Wed Feb 24 2016,8:30 pm,Oklahoma City Thunder,116,Dallas Mavericks,103,Box Score,,
Wed Feb 24 2016,7:30 pm,Philadelphia 76ers,91,Detroit Pistons,111,Box Score,,
Wed Feb 24 2016,7:00 pm,New York Knicks,105,Indiana Pacers,108,Box Score,,
Wed Feb 24 2016,10:30 pm,Denver Nuggets,87,Los Angeles Clippers,81,Box Score,,
Wed Feb 24 2016,8:00 pm,Los Angeles Lakers,119,Memphis Grizzlies,128,Box Score,,
Wed Feb 24 2016,7:30 pm,Golden State Warriors,118,Miami Heat,112,Box Score,,
Wed Feb 24 2016,10:30 pm,San Antonio Spurs,108,Sacramento Kings,92,Box Score,,
Wed Feb 24 2016,7:30 pm,Minnesota Timberwolves,105,Toronto Raptors,114,Box Score,,
Thu Feb 25 2016,7:30 pm,Milwaukee Bucks,107,Boston Celtics,112,Box Score,,
Thu Feb 25 2016,8:00 pm,Oklahoma City Thunder,119,New Orleans Pelicans,123,Box Score,,
Thu Feb 25 2016,7:00 pm,Golden State Warriors,130,Orlando Magic,114,Box Score,,
Thu Feb 25 2016,9:00 pm,Brooklyn Nets,116,Phoenix Suns,106,Box Score,,
Thu Feb 25 2016,10:30 pm,Houston Rockets,119,Portland Trail Blazers,105,Box Score,,
Thu Feb 25 2016,10:30 pm,San Antonio Spurs,96,Utah Jazz,78,Box Score,,
Fri Feb 26 2016,8:00 pm,Chicago Bulls,88,Atlanta Hawks,103,Box Score,,
Fri Feb 26 2016,8:30 pm,Denver Nuggets,116,Dallas Mavericks,122,Box Score,OT,
Fri Feb 26 2016,7:00 pm,Charlotte Hornets,96,Indiana Pacers,95,Box Score,,
Fri Feb 26 2016,10:30 pm,Memphis Grizzlies,112,Los Angeles Lakers,95,Box Score,,
Fri Feb 26 2016,7:30 pm,Orlando Magic,95,New York Knicks,108,Box Score,,
Fri Feb 26 2016,7:00 pm,Washington Wizards,103,Philadelphia 76ers,94,Box Score,,
Fri Feb 26 2016,10:00 pm,Los Angeles Clippers,117,Sacramento Kings,107,Box Score,,
Fri Feb 26 2016,7:30 pm,Cleveland Cavaliers,97,Toronto Raptors,99,Box Score,,
Sat Feb 27 2016,3:00 pm,Miami Heat,89,Boston Celtics,101,Box Score,,
Sat Feb 27 2016,8:00 pm,Portland Trail Blazers,103,Chicago Bulls,95,Box Score,,
Sat Feb 27 2016,8:00 pm,San Antonio Spurs,104,Houston Rockets,94,Box Score,,
Sat Feb 27 2016,8:30 pm,Detroit Pistons,102,Milwaukee Bucks,91,Box Score,,
Sat Feb 27 2016,7:00 pm,Minnesota Timberwolves,112,New Orleans Pelicans,110,Box Score,,
Sat Feb 27 2016,8:30 pm,Golden State Warriors,121,Oklahoma City Thunder,118,Box Score,OT,
Sat Feb 27 2016,9:30 pm,Memphis Grizzlies,106,Phoenix Suns,111,Box Score,,
Sat Feb 27 2016,9:30 pm,Brooklyn Nets,98,Utah Jazz,96,Box Score,,
Sun Feb 28 2016,3:30 pm,Charlotte Hornets,76,Atlanta Hawks,87,Box Score,,
Sun Feb 28 2016,7:00 pm,Minnesota Timberwolves,101,Dallas Mavericks,128,Box Score,,
Sun Feb 28 2016,6:00 pm,Toronto Raptors,101,Detroit Pistons,114,Box Score,,
Sun Feb 28 2016,6:00 pm,Portland Trail Blazers,111,Indiana Pacers,102,Box Score,,
Sun Feb 28 2016,7:30 pm,Miami Heat,98,New York Knicks,81,Box Score,,
Sun Feb 28 2016,6:00 pm,Philadelphia 76ers,116,Orlando Magic,130,Box Score,,
Sun Feb 28 2016,1:00 pm,Cleveland Cavaliers,99,Washington Wizards,113,Box Score,,
Mon Feb 29 2016,7:30 pm,Utah Jazz,95,Boston Celtics,100,Box Score,,
Mon Feb 29 2016,7:00 pm,Indiana Pacers,96,Cleveland Cavaliers,100,Box Score,,
Mon Feb 29 2016,9:00 pm,Memphis Grizzlies,103,Denver Nuggets,96,Box Score,,
Mon Feb 29 2016,10:30 pm,Brooklyn Nets,95,Los Angeles Clippers,105,Box Score,,
Mon Feb 29 2016,8:00 pm,Houston Rockets,121,Milwaukee Bucks,128,Box Score,,
Mon Feb 29 2016,10:00 pm,Oklahoma City Thunder,131,Sacramento Kings,116,Box Score,,
Mon Feb 29 2016,7:00 pm,Philadelphia 76ers,108,Washington Wizards,116,Box Score,,
Tue Mar 1 2016,7:00 pm,Phoenix Suns,92,Charlotte Hornets,126,Box Score,,
Tue Mar 1 2016,8:30 pm,Orlando Magic,108,Dallas Mavericks,121,Box Score,,
Tue Mar 1 2016,10:30 pm,Atlanta Hawks,105,Golden State Warriors,109,Box Score,OT,
Tue Mar 1 2016,10:30 pm,Brooklyn Nets,101,Los Angeles Lakers,107,Box Score,,
Tue Mar 1 2016,7:30 pm,Chicago Bulls,111,Miami Heat,129,Box Score,,
Tue Mar 1 2016,7:30 pm,Portland Trail Blazers,104,New York Knicks,85,Box Score,,
Wed Mar 2 2016,7:30 pm,Portland Trail Blazers,93,Boston Celtics,116,Box Score,,
Wed Mar 2 2016,9:00 pm,Los Angeles Lakers,107,Denver Nuggets,117,Box Score,,
Wed Mar 2 2016,8:00 pm,New Orleans Pelicans,95,Houston Rockets,100,Box Score,,
Wed Mar 2 2016,10:30 pm,Oklahoma City Thunder,98,Los Angeles Clippers,103,Box Score,,
Wed Mar 2 2016,8:00 pm,Sacramento Kings,98,Memphis Grizzlies,104,Box Score,,
Wed Mar 2 2016,8:00 pm,Indiana Pacers,104,Milwaukee Bucks,99,Box Score,,
Wed Mar 2 2016,8:00 pm,Washington Wizards,104,Minnesota Timberwolves,98,Box Score,,
Wed Mar 2 2016,7:00 pm,Chicago Bulls,89,Orlando Magic,102,Box Score,,
Wed Mar 2 2016,7:00 pm,Charlotte Hornets,119,Philadelphia 76ers,99,Box Score,,
Wed Mar 2 2016,8:00 pm,Detroit Pistons,81,San Antonio Spurs,97,Box Score,,
Wed Mar 2 2016,7:30 pm,Utah Jazz,94,Toronto Raptors,104,Box Score,,
Thu Mar 3 2016,8:30 pm,Sacramento Kings,104,Dallas Mavericks,101,Box Score,,
Thu Mar 3 2016,10:30 pm,Oklahoma City Thunder,106,Golden State Warriors,121,Box Score,,
Thu Mar 3 2016,7:30 pm,Phoenix Suns,92,Miami Heat,108,Box Score,,
Thu Mar 3 2016,8:00 pm,San Antonio Spurs,94,New Orleans Pelicans,86,Box Score,,
Fri Mar 4 2016,7:30 pm,New York Knicks,104,Boston Celtics,105,Box Score,,
Fri Mar 4 2016,7:00 pm,Indiana Pacers,101,Charlotte Hornets,108,Box Score,,
Fri Mar 4 2016,8:00 pm,Washington Wizards,83,Cleveland Cavaliers,108,Box Score,,
Fri Mar 4 2016,9:00 pm,Brooklyn Nets,121,Denver Nuggets,120,Box Score,OT,
Fri Mar 4 2016,10:30 pm,Atlanta Hawks,106,Los Angeles Lakers,77,Box Score,,
Fri Mar 4 2016,8:00 pm,Utah Jazz,88,Memphis Grizzlies,94,Box Score,,
Fri Mar 4 2016,8:00 pm,Minnesota Timberwolves,101,Milwaukee Bucks,116,Box Score,,
Fri Mar 4 2016,7:00 pm,Phoenix Suns,102,Orlando Magic,84,Box Score,,
Fri Mar 4 2016,7:00 pm,Miami Heat,112,Philadelphia 76ers,102,Box Score,,
Fri Mar 4 2016,7:30 pm,Portland Trail Blazers,115,Toronto Raptors,117,Box Score,,
Sat Mar 5 2016,8:30 pm,Houston Rockets,100,Chicago Bulls,108,Box Score,,
Sat Mar 5 2016,7:00 pm,Boston Celtics,103,Cleveland Cavaliers,120,Box Score,,
Sat Mar 5 2016,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,97,Box Score,,
Sat Mar 5 2016,8:00 pm,Brooklyn Nets,118,Minnesota Timberwolves,132,Box Score,,
Sat Mar 5 2016,7:00 pm,Utah Jazz,106,New Orleans Pelicans,94,Box Score,,
Sat Mar 5 2016,7:00 pm,Detroit Pistons,89,New York Knicks,102,Box Score,,
Sat Mar 5 2016,8:30 pm,Sacramento Kings,94,San Antonio Spurs,104,Box Score,,
Sat Mar 5 2016,7:00 pm,Indiana Pacers,100,Washington Wizards,99,Box Score,,
Sun Mar 6 2016,5:00 pm,Dallas Mavericks,114,Denver Nuggets,116,Box Score,OT,
Sun Mar 6 2016,6:00 pm,Portland Trail Blazers,103,Detroit Pistons,123,Box Score,,
Sun Mar 6 2016,3:30 pm,Golden State Warriors,95,Los Angeles Lakers,112,Box Score,,
Sun Mar 6 2016,4:00 pm,Phoenix Suns,109,Memphis Grizzlies,100,Box Score,,
Sun Mar 6 2016,6:00 pm,Philadelphia 76ers,98,Miami Heat,103,Box Score,,
Sun Mar 6 2016,3:30 pm,Oklahoma City Thunder,104,Milwaukee Bucks,96,Box Score,,
Sun Mar 6 2016,6:30 pm,Houston Rockets,113,Toronto Raptors,107,Box Score,,
Mon Mar 7 2016,8:00 pm,Milwaukee Bucks,90,Chicago Bulls,100,Box Score,,
Mon Mar 7 2016,7:00 pm,Minnesota Timberwolves,103,Charlotte Hornets,108,Box Score,,
Mon Mar 7 2016,7:00 pm,Memphis Grizzlies,106,Cleveland Cavaliers,103,Box Score,,
Mon Mar 7 2016,8:30 pm,Los Angeles Clippers,109,Dallas Mavericks,90,Box Score,,
Mon Mar 7 2016,10:30 pm,Orlando Magic,113,Golden State Warriors,119,Box Score,,
Mon Mar 7 2016,7:00 pm,San Antonio Spurs,91,Indiana Pacers,99,Box Score,,
Mon Mar 7 2016,8:00 pm,Sacramento Kings,112,New Orleans Pelicans,115,Box Score,,
Tue Mar 8 2016,9:00 pm,New York Knicks,94,Denver Nuggets,110,Box Score,,
Tue Mar 8 2016,10:30 pm,Orlando Magic,98,Los Angeles Lakers,107,Box Score,,
Tue Mar 8 2016,8:00 pm,San Antonio Spurs,116,Minnesota Timberwolves,91,Box Score,,
Tue Mar 8 2016,10:00 pm,Washington Wizards,109,Portland Trail Blazers,116,Box Score,OT,
Tue Mar 8 2016,7:30 pm,Brooklyn Nets,99,Toronto Raptors,104,Box Score,,
Tue Mar 8 2016,9:00 pm,Atlanta Hawks,91,Utah Jazz,84,Box Score,,
Wed Mar 9 2016,7:00 pm,Memphis Grizzlies,96,Boston Celtics,116,Box Score,,
Wed Mar 9 2016,7:00 pm,New Orleans Pelicans,113,Charlotte Hornets,122,Box Score,,
Wed Mar 9 2016,8:30 pm,Detroit Pistons,102,Dallas Mavericks,96,Box Score,,
Wed Mar 9 2016,10:30 pm,Utah Jazz,94,Golden State Warriors,115,Box Score,,
Wed Mar 9 2016,8:00 pm,Miami Heat,108,Milwaukee Bucks,114,Box Score,,
Wed Mar 9 2016,9:30 pm,Los Angeles Clippers,108,Oklahoma City Thunder,120,Box Score,,
Wed Mar 9 2016,7:00 pm,Houston Rockets,118,Philadelphia 76ers,104,Box Score,,
Wed Mar 9 2016,9:00 pm,New York Knicks,128,Phoenix Suns,97,Box Score,,
Wed Mar 9 2016,10:00 pm,Cleveland Cavaliers,120,Sacramento Kings,111,Box Score,,
Thu Mar 10 2016,9:00 pm,Phoenix Suns,98,Denver Nuggets,116,Box Score,,
Thu Mar 10 2016,10:30 pm,Cleveland Cavaliers,120,Los Angeles Lakers,108,Box Score,,
Thu Mar 10 2016,8:00 pm,Chicago Bulls,101,San Antonio Spurs,109,Box Score,,
Thu Mar 10 2016,7:30 pm,Atlanta Hawks,96,Toronto Raptors,104,Box Score,,
Fri Mar 11 2016,7:30 pm,Houston Rockets,102,Boston Celtics,98,Box Score,,
Fri Mar 11 2016,8:00 pm,Miami Heat,118,Chicago Bulls,96,Box Score,,
Fri Mar 11 2016,7:00 pm,Detroit Pistons,103,Charlotte Hornets,118,Box Score,,
Fri Mar 11 2016,10:30 pm,Portland Trail Blazers,112,Golden State Warriors,128,Box Score,,
Fri Mar 11 2016,10:30 pm,New York Knicks,94,Los Angeles Clippers,101,Box Score,,
Fri Mar 11 2016,8:00 pm,New Orleans Pelicans,114,Memphis Grizzlies,121,Box Score,OT,
Fri Mar 11 2016,8:00 pm,Minnesota Timberwolves,99,Oklahoma City Thunder,96,Box Score,,
Fri Mar 11 2016,7:00 pm,Brooklyn Nets,89,Philadelphia 76ers,95,Box Score,,
Fri Mar 11 2016,10:00 pm,Orlando Magic,107,Sacramento Kings,100,Box Score,,
Fri Mar 11 2016,9:00 pm,Washington Wizards,93,Utah Jazz,114,Box Score,,
Sat Mar 12 2016,7:30 pm,Memphis Grizzlies,83,Atlanta Hawks,95,Box Score,,
Sat Mar 12 2016,7:00 pm,Houston Rockets,109,Charlotte Hornets,125,Box Score,,
Sat Mar 12 2016,2:00 pm,Indiana Pacers,112,Dallas Mavericks,105,Box Score,,
Sat Mar 12 2016,9:30 pm,Washington Wizards,100,Denver Nuggets,116,Box Score,,
Sat Mar 12 2016,10:30 pm,Phoenix Suns,116,Golden State Warriors,123,Box Score,,
Sat Mar 12 2016,7:30 pm,New Orleans Pelicans,92,Milwaukee Bucks,103,Box Score,,
Sat Mar 12 2016,7:00 pm,Detroit Pistons,125,Philadelphia 76ers,111,Box Score,,
Sat Mar 12 2016,10:30 pm,Orlando Magic,84,Portland Trail Blazers,121,Box Score,,
Sat Mar 12 2016,8:30 pm,Oklahoma City Thunder,85,San Antonio Spurs,93,Box Score,,
Sat Mar 12 2016,7:00 pm,Miami Heat,104,Toronto Raptors,112,Box Score,OT,
Sun Mar 13 2016,6:00 pm,Indiana Pacers,75,Atlanta Hawks,104,Box Score,,
Sun Mar 13 2016,8:00 pm,Milwaukee Bucks,109,Brooklyn Nets,100,Box Score,,
Sun Mar 13 2016,3:30 pm,Cleveland Cavaliers,114,Los Angeles Clippers,90,Box Score,,
Sun Mar 13 2016,9:30 pm,New York Knicks,90,Los Angeles Lakers,87,Box Score,,
Sun Mar 13 2016,6:00 pm,Utah Jazz,108,Sacramento Kings,99,Box Score,,
Mon Mar 14 2016,7:00 pm,Dallas Mavericks,107,Charlotte Hornets,96,Box Score,,
Mon Mar 14 2016,10:30 pm,New Orleans Pelicans,107,Golden State Warriors,125,Box Score,,
Mon Mar 14 2016,8:00 pm,Memphis Grizzlies,81,Houston Rockets,130,Box Score,,
Mon Mar 14 2016,7:30 pm,Denver Nuggets,119,Miami Heat,124,Box Score,,
Mon Mar 14 2016,8:00 pm,Portland Trail Blazers,94,Oklahoma City Thunder,128,Box Score,,
Mon Mar 14 2016,10:00 pm,Minnesota Timberwolves,104,Phoenix Suns,107,Box Score,,
Mon Mar 14 2016,7:30 pm,Chicago Bulls,109,Toronto Raptors,107,Box Score,,
Mon Mar 14 2016,10:30 pm,Cleveland Cavaliers,85,Utah Jazz,94,Box Score,,
Mon Mar 14 2016,8:00 pm,Detroit Pistons,81,Washington Wizards,124,Box Score,,
Tue Mar 15 2016,7:30 pm,Philadelphia 76ers,114,Brooklyn Nets,131,Box Score,,
Tue Mar 15 2016,7:00 pm,Boston Celtics,98,Indiana Pacers,103,Box Score,,
Tue Mar 15 2016,10:30 pm,Sacramento Kings,106,Los Angeles Lakers,98,Box Score,,
Tue Mar 15 2016,8:00 pm,Toronto Raptors,107,Milwaukee Bucks,89,Box Score,,
Tue Mar 15 2016,7:00 pm,Denver Nuggets,110,Orlando Magic,116,Box Score,,
Tue Mar 15 2016,8:30 pm,Los Angeles Clippers,87,San Antonio Spurs,108,Box Score,,
Wed Mar 16 2016,7:00 pm,Oklahoma City Thunder,130,Boston Celtics,109,Box Score,,
Wed Mar 16 2016,7:00 pm,Orlando Magic,99,Charlotte Hornets,107,Box Score,,
Wed Mar 16 2016,7:00 pm,Dallas Mavericks,98,Cleveland Cavaliers,99,Box Score,,
Wed Mar 16 2016,7:30 pm,Atlanta Hawks,118,Detroit Pistons,114,Box Score,,
Wed Mar 16 2016,10:30 pm,New York Knicks,85,Golden State Warriors,121,Box Score,,
Wed Mar 16 2016,9:30 pm,Los Angeles Clippers,122,Houston Rockets,106,Box Score,,
Wed Mar 16 2016,8:00 pm,Minnesota Timberwolves,114,Memphis Grizzlies,108,Box Score,,
Wed Mar 16 2016,10:00 pm,New Orleans Pelicans,123,Sacramento Kings,108,Box Score,,
Wed Mar 16 2016,7:00 pm,Chicago Bulls,96,Washington Wizards,117,Box Score,,
Thu Mar 17 2016,8:00 pm,Denver Nuggets,98,Atlanta Hawks,116,Box Score,,
Thu Mar 17 2016,8:00 pm,Brooklyn Nets,102,Chicago Bulls,118,Box Score,,
Thu Mar 17 2016,7:00 pm,Toronto Raptors,101,Indiana Pacers,94,Box Score,OT,
Thu Mar 17 2016,7:30 pm,Charlotte Hornets,109,Miami Heat,106,Box Score,,
Thu Mar 17 2016,8:00 pm,Memphis Grizzlies,86,Milwaukee Bucks,96,Box Score,,
Thu Mar 17 2016,7:00 pm,Washington Wizards,99,Philadelphia 76ers,94,Box Score,,
Thu Mar 17 2016,8:30 pm,Portland Trail Blazers,110,San Antonio Spurs,118,Box Score,,
Thu Mar 17 2016,9:00 pm,Phoenix Suns,69,Utah Jazz,103,Box Score,,
Fri Mar 18 2016,8:30 pm,Golden State Warriors,130,Dallas Mavericks,112,Box Score,,
Fri Mar 18 2016,7:30 pm,Sacramento Kings,108,Detroit Pistons,115,Box Score,,
Fri Mar 18 2016,8:00 pm,Minnesota Timberwolves,111,Houston Rockets,116,Box Score,,
Fri Mar 18 2016,10:30 pm,Phoenix Suns,95,Los Angeles Lakers,90,Box Score,,
Fri Mar 18 2016,8:00 pm,Portland Trail Blazers,117,New Orleans Pelicans,112,Box Score,,
Fri Mar 18 2016,7:00 pm,Cleveland Cavaliers,109,Orlando Magic,103,Box Score,,
Fri Mar 18 2016,7:00 pm,Oklahoma City Thunder,111,Philadelphia 76ers,97,Box Score,,
Fri Mar 18 2016,7:30 pm,Boston Celtics,91,Toronto Raptors,105,Box Score,,
Sat Mar 19 2016,7:30 pm,Houston Rockets,97,Atlanta Hawks,109,Box Score,,
Sat Mar 19 2016,8:00 pm,Utah Jazz,85,Chicago Bulls,92,Box Score,,
Sat Mar 19 2016,6:00 pm,Denver Nuggets,101,Charlotte Hornets,93,Box Score,,
Sat Mar 19 2016,7:00 pm,Brooklyn Nets,103,Detroit Pistons,115,Box Score,,
Sat Mar 19 2016,7:00 pm,Oklahoma City Thunder,115,Indiana Pacers,111,Box Score,,
Sat Mar 19 2016,8:00 pm,Los Angeles Clippers,102,Memphis Grizzlies,113,Box Score,,
Sat Mar 19 2016,7:30 pm,Cleveland Cavaliers,101,Miami Heat,122,Box Score,,
Sat Mar 19 2016,8:30 pm,Golden State Warriors,79,San Antonio Spurs,87,Box Score,,
Sat Mar 19 2016,7:00 pm,New York Knicks,89,Washington Wizards,99,Box Score,,
Sun Mar 20 2016,4:00 pm,Portland Trail Blazers,120,Dallas Mavericks,132,Box Score,OT,
Sun Mar 20 2016,7:00 pm,Utah Jazz,94,Milwaukee Bucks,85,Box Score,,
Sun Mar 20 2016,6:00 pm,Los Angeles Clippers,105,New Orleans Pelicans,109,Box Score,,
Sun Mar 20 2016,7:30 pm,Sacramento Kings,88,New York Knicks,80,Box Score,,
Sun Mar 20 2016,6:00 pm,Boston Celtics,120,Philadelphia 76ers,105,Box Score,,
Sun Mar 20 2016,4:30 pm,Orlando Magic,100,Toronto Raptors,105,Box Score,,
Mon Mar 21 2016,8:00 pm,Washington Wizards,117,Atlanta Hawks,102,Box Score,,
Mon Mar 21 2016,7:30 pm,Orlando Magic,96,Boston Celtics,107,Box Score,,
Mon Mar 21 2016,8:00 pm,Sacramento Kings,102,Chicago Bulls,109,Box Score,,
Mon Mar 21 2016,7:00 pm,San Antonio Spurs,88,Charlotte Hornets,91,Box Score,,
Mon Mar 21 2016,7:00 pm,Denver Nuggets,91,Cleveland Cavaliers,124,Box Score,,
Mon Mar 21 2016,7:30 pm,Milwaukee Bucks,91,Detroit Pistons,92,Box Score,,
Mon Mar 21 2016,7:00 pm,Philadelphia 76ers,75,Indiana Pacers,91,Box Score,,
Mon Mar 21 2016,8:00 pm,Golden State Warriors,109,Minnesota Timberwolves,104,Box Score,,
Mon Mar 21 2016,10:00 pm,Memphis Grizzlies,103,Phoenix Suns,97,Box Score,,
Tue Mar 22 2016,7:30 pm,Charlotte Hornets,105,Brooklyn Nets,100,Box Score,,
Tue Mar 22 2016,10:30 pm,Memphis Grizzlies,100,Los Angeles Lakers,107,Box Score,,
Tue Mar 22 2016,8:00 pm,Miami Heat,113,New Orleans Pelicans,99,Box Score,,
Tue Mar 22 2016,8:00 pm,Houston Rockets,107,Oklahoma City Thunder,111,Box Score,,
Wed Mar 23 2016,7:30 pm,Toronto Raptors,79,Boston Celtics,91,Box Score,,
Wed Mar 23 2016,8:00 pm,New York Knicks,115,Chicago Bulls,107,Box Score,,
Wed Mar 23 2016,7:00 pm,Milwaukee Bucks,104,Cleveland Cavaliers,113,Box Score,,
Wed Mar 23 2016,9:00 pm,Philadelphia 76ers,103,Denver Nuggets,104,Box Score,,
Wed Mar 23 2016,7:30 pm,Orlando Magic,102,Detroit Pistons,118,Box Score,,
Wed Mar 23 2016,10:30 pm,Los Angeles Clippers,98,Golden State Warriors,114,Box Score,,
Wed Mar 23 2016,8:00 pm,Utah Jazz,89,Houston Rockets,87,Box Score,,
Wed Mar 23 2016,8:00 pm,Sacramento Kings,104,Minnesota Timberwolves,113,Box Score,,
Wed Mar 23 2016,10:00 pm,Los Angeles Lakers,107,Phoenix Suns,119,Box Score,,
Wed Mar 23 2016,10:00 pm,Dallas Mavericks,103,Portland Trail Blazers,109,Box Score,,
Wed Mar 23 2016,8:30 pm,Miami Heat,88,San Antonio Spurs,112,Box Score,,
Wed Mar 23 2016,7:00 pm,Atlanta Hawks,122,Washington Wizards,101,Box Score,,
Thu Mar 24 2016,7:30 pm,Cleveland Cavaliers,95,Brooklyn Nets,104,Box Score,,
Thu Mar 24 2016,7:00 pm,New Orleans Pelicans,84,Indiana Pacers,92,Box Score,,
Thu Mar 24 2016,10:30 pm,Portland Trail Blazers,94,Los Angeles Clippers,96,Box Score,,
Thu Mar 24 2016,7:30 pm,Chicago Bulls,94,New York Knicks,106,Box Score,,
Thu Mar 24 2016,8:00 pm,Utah Jazz,91,Oklahoma City Thunder,113,Box Score,,
Fri Mar 25 2016,8:00 pm,Milwaukee Bucks,90,Atlanta Hawks,101,Box Score,,
Fri Mar 25 2016,7:30 pm,Charlotte Hornets,105,Detroit Pistons,112,Box Score,,
Fri Mar 25 2016,10:30 pm,Dallas Mavericks,120,Golden State Warriors,128,Box Score,,
Fri Mar 25 2016,8:00 pm,Toronto Raptors,109,Houston Rockets,112,Box Score,,
Fri Mar 25 2016,10:30 pm,Denver Nuggets,116,Los Angeles Lakers,105,Box Score,,
Fri Mar 25 2016,8:00 pm,Orlando Magic,97,Miami Heat,108,Box Score,,
Fri Mar 25 2016,10:00 pm,Phoenix Suns,94,Sacramento Kings,116,Box Score,,
Fri Mar 25 2016,8:30 pm,Memphis Grizzlies,104,San Antonio Spurs,110,Box Score,,
Fri Mar 25 2016,7:00 pm,Minnesota Timberwolves,132,Washington Wizards,129,Box Score,2OT,
Sat Mar 26 2016,6:00 pm,Indiana Pacers,110,Brooklyn Nets,120,Box Score,,
Sat Mar 26 2016,7:30 pm,Atlanta Hawks,112,Detroit Pistons,95,Box Score,,
Sat Mar 26 2016,8:30 pm,Charlotte Hornets,115,Milwaukee Bucks,91,Box Score,,
Sat Mar 26 2016,8:00 pm,Utah Jazz,93,Minnesota Timberwolves,84,Box Score,,
Sat Mar 26 2016,7:00 pm,Toronto Raptors,115,New Orleans Pelicans,91,Box Score,,
Sat Mar 26 2016,7:30 pm,Cleveland Cavaliers,107,New York Knicks,93,Box Score,,
Sat Mar 26 2016,8:00 pm,San Antonio Spurs,92,Oklahoma City Thunder,111,Box Score,,
Sat Mar 26 2016,7:00 pm,Chicago Bulls,89,Orlando Magic,111,Box Score,,
Sat Mar 26 2016,10:00 pm,Boston Celtics,102,Phoenix Suns,99,Box Score,,
Sat Mar 26 2016,10:00 pm,Philadelphia 76ers,105,Portland Trail Blazers,108,Box Score,,
Sun Mar 27 2016,8:00 pm,Philadelphia 76ers,105,Golden State Warriors,117,Box Score,,
Sun Mar 27 2016,6:00 pm,Houston Rockets,101,Indiana Pacers,104,Box Score,,
Sun Mar 27 2016,3:30 pm,Denver Nuggets,90,Los Angeles Clippers,105,Box Score,,
Sun Mar 27 2016,9:30 pm,Washington Wizards,101,Los Angeles Lakers,88,Box Score,,
Sun Mar 27 2016,6:00 pm,Dallas Mavericks,111,Sacramento Kings,133,Box Score,,
Mon Mar 28 2016,8:00 pm,Atlanta Hawks,102,Chicago Bulls,100,Box Score,,
Mon Mar 28 2016,9:00 pm,Dallas Mavericks,97,Denver Nuggets,88,Box Score,,
Mon Mar 28 2016,10:30 pm,Boston Celtics,90,Los Angeles Clippers,114,Box Score,,
Mon Mar 28 2016,8:00 pm,San Antonio Spurs,101,Memphis Grizzlies,87,Box Score,,
Mon Mar 28 2016,7:30 pm,Brooklyn Nets,99,Miami Heat,110,Box Score,,
Mon Mar 28 2016,8:00 pm,Phoenix Suns,116,Minnesota Timberwolves,121,Box Score,,
Mon Mar 28 2016,8:00 pm,New York Knicks,91,New Orleans Pelicans,99,Box Score,,
Mon Mar 28 2016,10:00 pm,Sacramento Kings,93,Portland Trail Blazers,105,Box Score,,
Mon Mar 28 2016,7:30 pm,Oklahoma City Thunder,119,Toronto Raptors,100,Box Score,,
Mon Mar 28 2016,9:00 pm,Los Angeles Lakers,75,Utah Jazz,123,Box Score,,
Tue Mar 29 2016,8:00 pm,Houston Rockets,106,Cleveland Cavaliers,100,Box Score,,
Tue Mar 29 2016,7:30 pm,Oklahoma City Thunder,82,Detroit Pistons,88,Box Score,,
Tue Mar 29 2016,10:30 pm,Washington Wizards,94,Golden State Warriors,102,Box Score,,
Tue Mar 29 2016,7:00 pm,Chicago Bulls,98,Indiana Pacers,96,Box Score,,
Tue Mar 29 2016,7:00 pm,Brooklyn Nets,105,Orlando Magic,139,Box Score,,
Tue Mar 29 2016,7:00 pm,Charlotte Hornets,100,Philadelphia 76ers,85,Box Score,,
Wed Mar 30 2016,8:30 pm,New York Knicks,89,Dallas Mavericks,91,Box Score,,
Wed Mar 30 2016,10:30 pm,Miami Heat,100,Los Angeles Lakers,102,Box Score,OT,
Wed Mar 30 2016,8:00 pm,Denver Nuggets,109,Memphis Grizzlies,105,Box Score,,
Wed Mar 30 2016,8:00 pm,Phoenix Suns,94,Milwaukee Bucks,105,Box Score,,
Wed Mar 30 2016,8:00 pm,Los Angeles Clippers,99,Minnesota Timberwolves,79,Box Score,,
Wed Mar 30 2016,10:00 pm,Washington Wizards,111,Sacramento Kings,120,Box Score,,
Wed Mar 30 2016,8:30 pm,New Orleans Pelicans,92,San Antonio Spurs,100,Box Score,,
Wed Mar 30 2016,7:30 pm,Atlanta Hawks,97,Toronto Raptors,105,Box Score,,
Wed Mar 30 2016,9:00 pm,Golden State Warriors,103,Utah Jazz,96,Box Score,OT,
Thu Mar 31 2016,7:00 pm,Brooklyn Nets,87,Cleveland Cavaliers,107,Box Score,,
Thu Mar 31 2016,7:00 pm,Chicago Bulls,103,Houston Rockets,100,Box Score,,
Thu Mar 31 2016,7:00 pm,Orlando Magic,114,Indiana Pacers,94,Box Score,,
